"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QYRAI5ZR","journalArticle","2014","Simin, Mirela Tomaš; Janković, Dejan","Applicability of diffusion of innovation theory in organic agriculture","Economics of Agriculture","","2334-8453","10.5937/ekoPolj1402517T","http://www.ea.bg.ac.rs/index.php/EA/article/view/389","","2014-06-30","2021-12-17 14:40:54","2021-12-17 14:40:54","2019-03-05 15:47:08","517-529","","2","61","","","","","","","","","","en","Copyright (c) 2014 BSAAE (Balkan Scientific Association of Agricultural Economists) in cooperation with Institute of Agricultural Economics (IAE) Belgrade and Academy of Economic Studies","","","","www.ea.bg.ac.rs","","","","/Users/lizawood/Zotero/storage/FSM8XYFD/Simin and Janković - 2014 - APPLICABILITY OF DIFFUSION OF INNOVATION THEORY IN.pdf; /Users/lizawood/Zotero/storage/4FHBJWDC/389.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AP7UVWA2","book","2017","Scott, John","Social Network Analysis","","978-1-4739-5212-6","","","","Incorporating the most important and cutting-edge developments in the field, this bestselling text introduces newcomers to the key theories and techniques of social network analysis and guides more experienced analysts in their own research.  New to This Edition:  A chapter on data collection, covering a crucial phase of the research process Fully updated examples reiterate the continued importance of social network analysis in an increasingly interconnected world Detailed ‘Further Reading’ sections help you explore the wider literature Practical exercises including real-world examples of social networks enable you to apply your learning  Expanded and brought right up-to-date, this classic text remains the indispensable guide to social network analysis for students, lecturers and researchers throughout the social sciences.","2017-03-21","2021-12-17 14:40:36","2021-12-17 14:40:36","","","248","","","","","","","","","","SAGE Publications Ltd","Thousand Oaks, CA","English","","","","","Amazon","","","","","https://www.amazon.com/Social-Network-Analysis-John-Scott/dp/1473952123","","","","","","","","","","","","","","","","","","","","","","4th edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQQAQJG6","journalArticle","2004","Sanderson, M. A.; Skinner, R. H.; Barker, D. J.; Edwards, G. R.; al, et","Plant Species Diversity and Management of Temperate Forage and Grazing Land Ecosystems","Crop Science","","0011183X","","http://search.proquest.com/docview/212594173/abstract/5C804D34341846A7PQ/1","More than a century since Charles Darwin stated that diverse grasslands produce more herbage than monocultures, scientists still debate the relationship between species diversity and ecosystem function. Postulated benefits of diversity in experimental grasslands include greater and more stable primary production along with more efficient nutrient use. These benefits have been extrapolated to forage and grazing land systems with little supporting objective data. Most information on the potential benefits of increased plant diversity comes from studies of synthesized grasslands that have not included domestic grazing animals. We explore this debate relative to the management of temperate forage and grazing lands. Plant species diversity refers to the number of species (richness) and their relative abundance (evenness) within a defined area. Plant relations influence biodiversity responses through positive (e.g., facilitation, N^sub 2^ fixation, hydraulic lift) and negative interactions (e.g., competitive exclusion, allelopathy). Early 20th century research on complex mixtures of forage species (limited to grasses and legumes) for pasture indicated equivocal results regarding benefits of species-rich mixtures and typically recommended using the best adapted species in simple grass-legume mixtures. Recent research indicates potential herbage yield benefits from species-rich mixtures for pastures. Limited animal productivity research on species-rich mixtures indicates variable responses and much more research is needed. Grazing land productivity is a primary focus for biodiversity benefits because of the direct economic relevance to producers. However, taking a broader view of the multifunctionality of grazing lands to include environmental and aesthetic benefits to humans reveals a great scope for using biodiversity in grazing land management. [PUBLICATION ABSTRACT]","2004-08","2021-12-17 14:40:13","2021-12-17 14:40:13","2016-02-23 17:39:07","1132-1144","","4","44","","","","","","","","","","English","Copyright American Society of Agronomy Jul/Aug 2004","","","","ProQuest","","","","/Users/lizawood/Zotero/storage/E9XE32G8/Sanderson et al. - 2004 - Plant Species Diversity and Management of Temperat.pdf","","","Agriculture--Crop Production And Soil; Biological diversity; Botany; Grasslands; Plant Ecology; Terrestrial ecosystems","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DZMEVME5","book","2003","Rogers, Everett M.","Diffusion of Innovations, 5th Edition","","978-0-7432-2209-9","","","","Now in its fifth edition, Diffusion of Innovations is a classic work on the spread of new ideas.In this renowned book, Everett M. Rogers, professor and chair of the Department of Communication & Journalism at the University of New Mexico, explains how new ideas spread via communication channels over time. Such innovations are initially perceived as uncertain and even risky. To overcome this uncertainty, most people seek out others like themselves who have already adopted the new idea. Thus the diffusion process consists of a few individuals who first adopt an innovation, then spread the word among their circle of acquaintances—a process which typically takes months or years. But there are exceptions: use of the Internet in the 1990s, for example, may have spread more rapidly than any other innovation in the history of humankind. Furthermore, the Internet is changing the very nature of diffusion by decreasing the importance of physical distance between people. The fifth edition addresses the spread of the Internet, and how it has transformed the way human beings communicate and adopt new ideas.","2003-08-16","2021-12-17 14:39:44","2021-12-17 14:39:44","","","576","","","","","","","","","","Free Press","New York","English","","","","","Amazon","","","","","https://www.amazon.com/Diffusion-Innovations-5th-Everett-Rogers/dp/0743222091","","","","","","","","","","","","","","","","","","","","","","5th edition","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8ZD6HW3A","book","2018","Roesch-Mcnally, Gabrielle; Arbuckle Jr, J; Tyndall, John","Barriers to implementing climate resilient agricultural strategies: The case of crop diversification in the U.S. Corn Belt","","","","","","Cropping system diversity can help build greater agroecosystem resilience by suppressing insect, weed, and disease pressures while also mitigating effects of extreme and more variable weather. Despite the potential benefits of cropping systems diversity, few farmers in the US Corn Belt use diverse rotations. This study examines factors that may influence farmers' decisions to use more diversified crop rotations in the US Corn Belt through a parallel convergent mixed methods approach, using a multi-level analysis of Corn Belt farmer survey data (n = 4,778) and in-depth interviews (n = 159). Analyses were conducted to answer questions regarding what factors influence farmers' use of extended crop rotations in intensive corn-based cropping systems and to explore whether farmers in the Corn Belt might use extended crop rotations in response to climatic changes. Findings suggest that path dependency associated with the intensive corn-based cropping system in the region limits farmers' ability to integrate more diverse crop rotations. However, farmers in more diversified watersheds, those who farm marginal land, and those with livestock are more likely to use extended rotations. Additionally, farmers who currently use more diverse rotations are also more likely to plan to use crop rotations as a climate change adaptation strategy. If more diverse cropping systems are desired to reduce climate risks, in addition to reducing the negative impacts associated with industrial agricultural production, then further efforts must be made to facilitate more diverse crop rotations in the U.S. Corn Belt. This may be achieved by adjusting policy and economic incentives that presently discourage cropping system diversity in the region.","2018-01-01","2021-12-17 14:39:15","2021-12-17 14:39:15","","","206","","48","","","Barriers to implementing climate resilient agricultural strategies","","","","","","","","","","","","ResearchGate","","DOI: 10.1016/j.gloenvcha.2017.12.002","","","https://www.researchgate.net/profile/Gabrielle_Roesch-Mcnally/publication/322071255_Barriers_to_implementing_climate_resilient_agricultural_strategies_The_case_of_crop_diversification_in_the_US_Corn_Belt/links/5a4297cda6fdcce19715b42c/Barriers-to-implementing-climate-resilient-agricultural-strategies-The-case-of-crop-diversification-in-the-US-Corn-Belt.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BFAUDCVC","journalArticle","2019","Rodríguez-Bermúdez, Ruth; Miranda, Marta; Baudracco, Javier; Fouz, Ramiro; Pereira, Victor; López-Alonso, Marta","Breeding for organic dairy farming: what types of cows are needed?","Journal of Dairy Research","","0022-0299, 1469-7629","10.1017/S0022029919000141","https://www.cambridge.org/core/journals/journal-of-dairy-research/article/breeding-for-organic-dairy-farming-what-types-of-cows-are-needed/D6DE8A4691204EA07B6A2F6D0631465F","Organic farming is believed by many to be an environmentally friendly production system that promotes the use of local forage while strongly limiting the input of chemicals, including allopathic treatments. As organic dairy farming has grown, farmers have realised that many available conventional breeds of cow are not well adapted to the new situations and that more ‘robust’ cows, able to function well in the constraining organic environment, are needed to yield acceptable longevity and productivity. In this review paper, the current breed diversity in organic dairy farming is analysed with the aim of identifying the types of cow that would best fulfil organic breeding goals. Unlike the conventional sector, organic dairy farming is very heterogeneous and no single type of cow can adapt well to all scenarios. There are advantages and disadvantages to the use of existing breeds (rustic Holstein-Friesian, other rustic breeds and crosses), and strong genotype × environment interactions demand different strategies for very diverse situations. Organic dairy farms producing milk for systems that recompense milk volume would benefit from using higher milk yielding cows, and rustic Holstein-Friesian cows may be the best option in such cases. Although most Holstein-Friesian cows are currently selected for use in conventional systems, this situation could be reversed by the implementation of an organic merit index that includes organic breeding goals. Farms producing milk either for systems that recompense milk solids or for transformation into dairy products would benefit from using breeds other than Holstein-Friesian or their crosses. Organic farmers who focus on rural tourism, farm schools or other businesses in which marketing strategies must be taken into account could benefit from using local breeds (when possible) or other rustic breeds that are highly valued by consumers.","2019-02","2021-12-17 14:39:00","2021-12-17 14:39:00","2020-12-12 20:47:55","3-12","","1","86","","","Breeding for organic dairy farming","","","","","","","en","","","","","Cambridge University Press","","Publisher: Cambridge University Press","","/Users/lizawood/Zotero/storage/5FTR5JC8/Rodríguez-Bermúdez et al. - 2019 - Breeding for organic dairy farming what types of .pdf; /Users/lizawood/Zotero/storage/PF2MGU8S/D6DE8A4691204EA07B6A2F6D0631465F.html","","","crosses; dairy breeds; dairy cattle; Holstein-Friesian; organic farming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZHIXFWVE","journalArticle","2014","Rist, L.; Felton, A.; Nyström, M.; Troell, M.; Sponseller, R. A.; Bengtsson, J.; Österblom, H.; Lindborg, R.; Tidåker, P.; Angeler, D. G.; Milestad, R.; Moen, J.","Applying resilience thinking to production ecosystems","Ecosphere","","2150-8925","10.1890/ES13-00330.1","http://doi.wiley.com/10.1890/ES13-00330.1","Production ecosystems typically have a high dependence on supporting and regulating ecosystem services and while they have thus far managed to sustain production, this has often been at the cost of externalities imposed on other systems and locations. One of the largest challenges facing humanity is to secure the production of food and fiber while avoiding long-term negative impacts on ecosystems and the range of services that they provide. Resilience has been used as a framework for understanding sustainability challenges in a range of ecosystem types, but has not been systematically applied across the range of systems specifically used for the production of food and fiber in terrestrial, freshwater, and marine environments. This paper applied a resilience lens to production ecosystems in which anthropogenic inputs play varying roles in determining system dynamics and outputs. We argue that the traditional resilience framework requires important additions when applied to production systems. We show how sustained anthropogenic inputs of external resources can lead to a ‘‘coercion’’ of resilience and describe how the global interconnectedness of many production systems can camouflage signals indicating resilience loss.","2014-06","2021-12-17 14:37:28","2021-12-17 14:37:28","2019-03-11 15:36:37","art73","","6","5","","","","","","","","","","en","","","","","Crossref","","","","/Users/lizawood/Zotero/storage/G79PNQEQ/Rist et al. - 2014 - Applying resilience thinking to production ecosyst.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7SUNQU5E","journalArticle","2008","Prokopy, L. S.; Floress, K.; Klotthor-Weinkauf, D.; Baumgart-Getz, A.","Determinants of agricultural best management practice adoption: Evidence from the literature","Journal of Soil and Water Conservation","","0022-4561, 1941-3300","10.2489/jswc.63.5.300","http://www.jswconline.org/content/63/5/300","This article reviews 25 years of literature focused on the adoption of agricultural best management practices (BMPs) in the United States to examine general trends in the categories of capacity, awareness, attitudes and farm characteristics. The study uses a vote count methodology and counts every instance of positive, negative and insignificant relationships in 55 studies. Education levels, capital, income, farm size, access to information, positive environmental attitudes, environmental awareness, and utilization of social networks emerge as some of the variables that are more often positively, rather than negatively, associated with adoption rates. The type of statistical analysis used in the studies has a negligible effect on the results. When different types of BMPs are examined in similar groupings, the aggregated findings generally hold true. The study concludes that farmer adoption rates can be improved by focusing on the generally consistent determinants of agricultural BMP adoption. This paper also highlights future areas of research that are needed including a focus on the determinants of adoption of water and livestock management BMPs and more study of the role of tenure and farm proximity to a river or stream.","2008-09-01","2021-12-17 14:36:14","2021-12-17 14:36:14","2018-03-26 22:25:10","300-311","","5","63","","Journal of Soil and Water Conservation","Determinants of agricultural best management practice adoption","","","","","","","en","","","","","www.jswconline.org","","","","/Users/lizawood/Zotero/storage/BPYTI7K6/Prokopy et al. - 2008 - Determinants of agricultural best management pract.pdf; /Users/lizawood/Zotero/storage/DARPWJVR/300.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E22APP7P","journalArticle","2019","Prokopy, L. S.; Floress, K.; Arbuckle, J. G.; Church, S. P.; Eanes, F. R.; Gao, Y.; Gramig, B. M.; Ranjan, P.; Singh, A. S.","Adoption of agricultural conservation practices in the United States: Evidence from 35 years of quantitative literature","Journal of Soil and Water Conservation","","0022-4561, 1941-3300","10.2489/jswc.74.5.520","https://www.jswconline.org/content/74/5/520","This is a comprehensive review of all published, quantitative studies focused on adoption of agricultural conservation practices in the United States between 1982 and 2017. This review finds that, taken as a whole, few independent variables have a consistent statistically significant relationship with adoption. Analyses showed that variables positively associated with adoption include the farmer self-identifying primarily as stewardship motivated or otherwise nonfinancially motivated, environmental attitudes, a positive attitude toward the particular program or practice, previous adoption of other conservation practices, seeking and using information, awareness of programs or practices, vulnerable land, greater farm size, higher levels of income and formal education, engaging in marketing arrangements, and positive yield impact expected. Some variables often thought to be important, such as land tenure, did not emerge as consistently important in this cross-study review. Other variables, such as farmers' sense of place, training, presence of institutional conditions supporting adoption, and the role of collective decision making are not measured in enough studies to draw conclusions but potentially have a relationship with adoption decisions. Implications for how to promote conservation adoption and directions for future research are discussed. Because positive attitudes and awareness of conservation programs or practices are positive predictors of adoption, practitioners should share benefits of specific practices and programs and leverage existing practice adoption. Further work to explore relationships between conservation adoption and the role of farmer identity, nuances of land tenure, and the influence of structural factors is needed. Moreover, we suggest that future research should focus on the impact of different messages and avenues of reaching farmers in order to continue to inform conservation practices. Future research should consider both individual and institutional factors that facilitate and constrain adoption.","2019-09-01","2021-12-17 14:34:56","2021-12-17 14:34:56","2020-12-06 22:13:20","520-534","","5","74","","","Adoption of agricultural conservation practices in the United States","","","","","","","en","© 2019 by the Soil and Water Conservation Society","","","","www.jswconline.org","","Publisher: Soil and Water Conservation Society Section: Research Section","","/Users/lizawood/Zotero/storage/7FKEBSHM/Prokopy et al. - 2019 - Adoption of agricultural conservation practices in.pdf; /Users/lizawood/Zotero/storage/4CJBQWRC/520.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9MUYXU38","journalArticle","2018","Peterson, Caitlin A.; Eviner, Valerie T.; Gaudin, Amélie C. M.","Ways forward for resilience research in agroecosystems","Agricultural Systems","","0308-521X","10.1016/j.agsy.2018.01.011","http://www.sciencedirect.com/science/article/pii/S0308521X17300860","Agroecosystems are on both the receiving and contributing ends of increasingly demanding climatic and environmental conditions. Maintaining productive systems under resource scarcity and multiplicative stresses requires precise monitoring and systems-scale planning. By incorporating ecological resilience into agroecosystems research we can gain valuable insight into agroecosystem identity, change, responsivity, and performance under stress, but only if we move away from resilience as a mere touchstone concept. Using the productivity, stability, resistance, and recovery of system processes as a basic framework for resilience monitoring, we propose quantitative research approaches to tackle the continuing lack of biophysical, field-scale indicators needed to lend insight into dynamic resilience variables and mechanisms. We emphasize the importance of considering productive functions, sources of system regulation and disturbance, and cross-scale interactions when applying resilience theory to agroecosystems. Agroecosystem resilience research requires understanding of multiple scales and speeds of influence both above and below the focal scale. When these considerations are addressed, resilience theory can add tangible value to agroecosystems research, both for the purposes of monitoring current systems and of planning future systems that can reconcile productivity and sustainability goals.","2018-05-01","2021-12-17 14:34:31","2021-12-17 14:34:31","2018-09-05 12:47:05","19-27","","","162","","Agricultural Systems","","","","","","","","","","","","","ScienceDirect","","","","/Users/lizawood/Zotero/storage/2ZBTWKIT/Peterson et al. - 2018 - Ways forward for resilience research in agroecosys.pdf; /Users/lizawood/Zotero/storage/TMUVJTRX/S0308521X17300860.html","","","Agriculture; Crop yield; Ecophysiology; Ecosystem services; Social-ecological systems; Stress tolerance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5CJGW6JG","webpage","2013","Peterka, Amanda","EPA: Enviro groups return CAFO data at heart of Hill probes","","","","","https://www.eenews.net/stories/1059979265","Environmental groups say they have returned U.S. EPA data on large animal feedlots that sparked a pair of congressional investigations into what lawmakers say is a possible violation of privacy…","2013-04-11","2021-12-17 14:34:15","2021-12-17 14:34:15","2021-01-11 17:30:05","","","","","","","EPA","","","","","","","en","","","","","","","","","/Users/lizawood/Zotero/storage/B5L2JLKP/print.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ILL3Q2P","journalArticle","2006","Olsson, Per; Gunderson, Lance; Carpenter, Steve; Ryan, Paul; Lebel, Louis; Folke, Carl; Holling, C. S.","Shooting the Rapids: Navigating Transitions to Adaptive Governance of Social-Ecological Systems","Ecology and Society","","1708-3087","10.5751/ES-01595-110118","https://www.ecologyandsociety.org/vol11/iss1/art18/","Olsson, P., L. H. Gunderson, S. R. Carpenter, P. Ryan, L. Lebel, C. Folke, and C. S. Holling. 2006. Shooting the rapids: navigating transitions to adaptive governance of social-ecological systems. Ecology and Society 11(1): 18. g","2006-03-28","2021-12-17 14:33:39","2021-12-17 14:33:39","2017-10-03 18:05:29","","","1","11","","","Shooting the Rapids","","","","","","","en","© 2006 by the author(s)","","","","www.ecologyandsociety.org","","","","/Users/lizawood/Zotero/storage/3F6WFJXS/Olsson et al. - 2006 - Shooting the Rapids Navigating Transitions to Ada.pdf; /Users/lizawood/Zotero/storage/K5FQK3XR/art18.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
