document ID,concept,type_of_org,type_of_concept,category,idea
2,S_Resources_Ballot measure to raise money,County Agency,S,Funding/Resources,Ballot measure to raise money
2,C_Resources_Not many funding sources,County Agency,C,Funding/Resources,Not many funding sources
2,C_Resources_Lack staff resources,County Agency,C,Funding/Resources,Lack staff resources
2,C_Organizations_Conflicting goals,County Agency,C,Institutions,Conflicting goals
2,C_Complexity_Vulnerability interdependence,County Agency,C,Science,Vulnerability interdependence
2,S_Resources_Public private partnerships,County Agency,S,Funding/Resources,Public private partnerships
2,S_Complexity_Information clearinghouse,County Agency,S,Science,Information clearinghouse
2,C_Complexity_Uncertainty,County Agency,C,Science,Uncertainty
2,C_Organizations_Competing priorities,County Agency,C,Institutions,Competing priorities
2,C_People_SLR too far off in future,County Agency,C,Local communities,SLR too far off in future
2,C_Organizations_Competing priorities,County Agency,C,Institutions,Competing priorities
2,C_Organizations_Competing priorities,County Agency,C,Institutions,Competing priorities
2,C_Resources_Mitigation vs Adaptation,County Agency,C,Funding/Resources,Mitigation vs Adaptation
2,S_Resources_Tap non-traditional funding pockets,County Agency,S,Funding/Resources,Tap non-traditional funding pockets
2,C_Resources_Restrictions on budgets use,County Agency,C,Funding/Resources,Restrictions on budgets use
2,C_Political leadership_Time inconsistency w pol cycles,County Agency,C,Leadership,Time inconsistency w pol cycles
2,C_People_SLR too far off in future,County Agency,C,Local communities,SLR too far off in future
2,C_Political leadership_Need disaster to spur action,County Agency,C,Leadership,Need disaster to spur action
2,C_Organizations_Competing priorities,County Agency,C,Institutions,Competing priorities
2,S_Resources_Ballot measure to raise money,County Agency,S,Funding/Resources,Ballot measure to raise money
2,C_People_SLR too far off in future,County Agency,C,Local communities,SLR too far off in future
2,C_Organizations_mission,County Agency,C,Institutions,Statutory mission
2,S_Political leadership_national conversation,County Agency,S,Leadership,Need national conversation
2,S_Political leadership_create legi requirements,County Agency,S,Leadership,Create legislative requirements
24,C_Organizations_mission,State Agency,C,Institutions,Statutory mission
2,C_People_Behavioral change,County Agency,C,Local communities,SLR too far off in future
20,S_Planning_Green infrastructure,State Agency,S,Planning,Green infrastructure
20,S_Planning_Do not build close to water,State Agency,S,Planning,Do not build close to water
20,C_Regulation_Permitting issues,State Agency,C,Regulation,Permitting issues
20,S_Resources_Ballot measure to raise money,State Agency,S,Funding/Resources,Ballot measure to raise money
20,S_Resources_State/Regional funding,State Agency,S,Funding/Resources,State/Regional funding
20,S_Resources_Integrate funding sources,State Agency,S,Funding/Resources,Integrate funding sources
20,S_Planning_Combination of approaches,State Agency,S,Planning,Combination of approaches
20,C_Organizations_Jurisdictional fragmentation,State Agency,C,Institutions,Jurisdictional fragmentation
20,C_Local govts_control issues,State Agency,C,Local communities,Local control
20,C_People_Community engagement,State Agency,C,Local communities,Community engagement
20,C_Collaborative governance_All talk no action,State Agency,C,Institutions,All talk no action
20,S_Local govts_Local communities need pratical info on SLR,State Agency,S,Local communities,Local communities need pratical info on SLR
20,S_Political leadership_create legi requirements,State Agency,S,Leadership,Create legislative requirements
20,S_Leadership_collaboration led by regional agencies,State Agency,S,Leadership,Collaboration led by regional agencies
20,C_Organizations_Jurisdictional fragmentation,State Agency,C,Institutions,Jurisdictional fragmentation
5,C_Private sector_no support,JPA,C,Funding/Resources,Who pays?
5,C_Complexity_Vulnerability interdependence,JPA,C,Science,Vulnerability interdependence
5,S_Resources_Integrate funding sources,JPA,S,Funding/Resources,Integrate funding sources
5,C_Resources_There won't be federal money,JPA,C,Funding/Resources,Who pays?
5,S_Complexity_orgs share risk,JPA,S,Science,Orgs should share risk
5,C_Complexity_Vulnerability interdependence,JPA,C,Science,Vulnerability interdependence
5,C_Political leadership_Legislation_inadequate,JPA,C,Leadership,Inadequate legislation
5,S_Political leadership_create legi requirements,JPA,S,Leadership,Create legislative requirements
5,C_Organizations_Competing priorities,JPA,C,Institutions,Competing priorities
5,S_Leadership_Let local jurisdiction be proactive,JPA,S,Leadership,Let local jurisdiction be proactive
5,C_Political leadership_Need disaster to spur action,JPA,C,Leadership,Need disaster to spur action
5,C_Complexity_Vulnerability interdependence,JPA,C,Science,Vulnerability interdependence
5,C_Organizations_Competing priorities,JPA,C,Institutions,Competing priorities
5,S_Organizations_Formal authority to move things through,JPA,S,Institutions,Demand more powers
5,S_Leadership_Existing entity/entities,JPA,S,Leadership,Empower existing entities
5,C_Organizations_Jurisdictional fragmentation,JPA,C,Institutions,Jurisdictional fragmentation
25,S_Planning_Regional plan_priority list based on risk,Urban Planning NGO,S,Planning,Regional plan_priority list based on risk
25,C_Organizations_Jurisdictional fragmentation,Urban Planning NGO,C,Institutions,Jurisdictional fragmentation
25,C_Organizations_Jurisdictional fragmentation,Urban Planning NGO,C,Institutions,Jurisdictional fragmentation
25,C_Organizations_Jurisdictional fragmentation,Urban Planning NGO,C,Institutions,Jurisdictional fragmentation
25,S_Complexity_Climate service enterprise,Urban Planning NGO,S,Science,Climate service enterprise
25,C_Organizations_Jurisdictional fragmentation,Urban Planning NGO,C,Institutions,Jurisdictional fragmentation
25,S_Leadership_collaboration led by regional agencies,Urban Planning NGO,S,Leadership,Collaboration led by regional agencies
25,C_Local govts_control issues,Urban Planning NGO,C,Local communities,Local control
25,C_Complexity_Vulnerability interdependence,Urban Planning NGO,C,Science,Vulnerability interdependence
25,S_Organizations_Formal authority to move things through,Urban Planning NGO,S,Institutions,Demand more powers
25,S_Local govts_governance must include local stakeholders,Urban Planning NGO,S,Local communities,Include local stakeholders
24,C_People_SLR too far off in future,State Agency,C,Local communities,SLR too far off in future
24,C_Complexity_Uncertainty,State Agency,C,Science,Uncertainty
24,C_Complexity_Vulnerability interdependence,State Agency,C,Science,Vulnerability interdependence
24,S_Political leadership_create legi requirements,State Agency,S,Leadership,Create legislative requirements
24,S_Local govts_Local communities need pratical info on SLR,State Agency,S,Local communities,Local communities need pratical info on SLR
24,S_Planning_Green infrastructure,State Agency,S,Planning,Green infrastructure
24,C_Organizations_Jurisdictional overlap,State Agency,C,Institutions,Jurisdictional overlap
24,S_Leadership_Existing entity/entities,State Agency,S,Leadership,Empower existing entities
24,S_Organizations_Formal authority to move things through,State Agency,S,Institutions,Demand more powers
24,C_Organizations_Jurisdictional fragmentation,State Agency,C,Institutions,Jurisdictional fragmentation
24,S_Collaborative governance_Visioning process,State Agency,S,Institutions,Visioning process
24,C_Political leadership_Need disaster to spur action,State Agency,C,Leadership,Need disaster to spur action
24,C_Private sector_no support,State Agency,C,Funding/Resources,Who pays?
20,C_Resources_Who pays?,State Agency,C,Funding/Resources,Who pays?
